tau,stable_ratio,actfold_tflops,baseline_tflops,tflops_reduction_pct,full_model_stable_ratio
0.9,0.9375,5.40672e-06,2.506752e-05,78.43137254901961,0.9375
0.95,0.9375,5.40672e-06,2.506752e-05,78.43137254901961,0.9375
0.99,0.9375,5.40672e-06,2.506752e-05,78.43137254901961,0.9375
